cohort,cust_id,org_id
7,10191,9992
7,10166,9967
7,10155,9957
7,10150,9952
7,10143,9945
7,10142,9944
7,10133,9935
7,10130,9932
7,10127,9929
7,10109,9911
7,10108,9910
7,10105,9907
7,10096,9898
7,10090,9892
7,10088,9890
8,15171,14878
8,15141,14850
8,15120,14829
8,15118,14827
8,15113,14822
8,15111,14820
8,15097,14806
8,15095,14804
8,15078,14787
8,15053,14762
8,15050,14759
8,15047,14756
8,15023,14732
8,15018,14727
8,15013,14722
8,15007,14716
8,15003,14712
8,14986,14695
8,14973,14682
8,14967,14676
8,14960,14669
8,14943,14654
8,14931,14644
8,14885,14599
8,14882,14596
8,14872,14586
8,14867,14581
8,14842,14562
8,14840,14560
8,14833,14553
8,14809,14529
8,14786,14507
8,14759,14482
8,14757,14480
8,14730,14454
8,14718,14442
8,14709,14433
8,14707,14431
8,14702,14426
8,14699,14423
8,14675,14399
8,14649,14373
8,14626,14350
8,14610,14334
8,14604,14328
8,14603,14327
8,14598,14322
8,14591,14315
8,14588,14312
8,14580,14304
8,14572,14296
8,14569,14293
8,14567,14291
8,14548,14272
8,14544,14268
8,14540,14264
8,14526,14250
8,14523,14247
8,14519,14243
8,14513,14237
8,14509,14233
8,14508,14232
8,14503,14227
8,14496,14220
8,14494,14218
8,14477,14203
8,14441,14167
8,14431,14157
8,14422,14148
8,14364,14090
8,14360,14086
8,14357,14083
8,14354,14080
8,14353,14079
8,14342,14068
8,14330,14056
8,14320,14046
8,14317,14043
8,14309,14035
8,14276,14002
8,14273,13999
8,14259,13985
8,14237,13963
8,14236,13962
8,14229,13955
8,14220,13946
8,14214,13940
8,14211,13937
8,14185,13911
8,14179,13905
8,14178,13904
8,14172,13898
8,14167,13894
8,14159,13886
8,14152,13879
8,14144,13871
8,14119,13846
8,14111,13839
8,14104,13832
8,14102,13830
8,14099,13827
8,14098,13826
8,14081,13810
8,14058,13789
8,14053,13784
8,14052,13783
8,14043,13774
8,14037,13769
8,14029,13761
8,14025,13757
8,14023,13755
8,14017,13749
8,14014,13746
8,14012,13744
8,14007,13739
8,14006,13738
8,14002,13734
8,14000,13732
8,13984,13716
8,13981,13713
8,13980,13712
8,13971,13703
8,13959,13691
8,13923,13655
8,13919,13651
8,13916,13648
8,13915,13647
8,13909,13641
8,13906,13638
8,13904,13636
8,13901,13633
8,13896,13628
8,13892,13624
8,13887,13619
8,13884,13616
8,13878,13610
8,13875,13607
8,13869,13601
8,13863,13595
8,13854,13586
8,13850,13582
8,13842,13574
8,13838,13570
8,13833,13565
8,13827,13559
8,13784,13516
8,13774,13506
8,13769,13500
8,13765,13496
8,13746,13477
8,13713,13445
8,13702,13434
8,13688,13423
8,13687,13422
8,13685,13420
8,13680,13415
8,13669,13404
8,13656,13391
8,13651,13386
8,13642,13377
8,13628,13363
8,13623,13358
8,13603,13338
8,13596,13332
8,13587,13323
8,13548,13284
8,13537,13273
8,13507,13244
8,13503,13240
8,13484,13222
8,13483,13221
8,13478,13216
8,13461,13199
8,13428,13166
8,13421,13159
8,13416,13154
8,13399,13139
8,13373,13113
8,13364,13104
8,13363,13103
8,13360,13100
8,13354,13094
8,13352,13092
8,13336,13076
8,13313,13053
8,13298,13038
8,13297,13037
8,13288,13028
8,13287,13027
8,13271,13011
8,13264,13004
8,13260,13000
8,13242,12982
8,13216,12956
8,13215,12955
8,13202,12942
8,13199,12939
8,13185,12924
8,13162,12901
8,13149,12889
8,13125,12865
8,13124,12864
8,13118,12858
8,13111,12851
8,13105,12845
8,13099,12839
8,13096,12836
8,13078,12821
8,13061,12806
8,13054,12799
8,13043,12788
8,13039,12784
8,13031,12776
8,13025,12770
8,13005,12751
8,13004,12750
8,12991,12738
8,12979,12728
8,12978,12727
8,12971,12720
8,12959,12708
8,12952,12701
8,12950,12699
8,12947,12696
8,12943,12692
8,12930,12679
8,12909,12658
8,12903,12652
8,12898,12647
8,12894,12643
8,12877,12626
8,12871,12620
8,12867,12616
8,12853,12602
8,12839,12591
8,12832,12584
8,12831,12583
8,12829,12581
8,12794,12546
8,12786,12538
8,12761,12513
8,12760,12512
8,12759,12511
8,12744,12496
8,12742,12494
8,12739,12491
8,12734,12486
8,12712,12464
8,12710,12462
8,12694,12446
8,12674,12427
8,12652,12405
8,12634,12388
8,12631,12385
8,12604,12358
8,12600,12354
8,12590,12344
8,12585,12339
8,12578,12332
8,12566,12319
8,12558,12311
8,12556,12309
8,12552,12305
8,12540,12297
8,12527,12284
8,12513,12271
8,12493,12251
8,12490,12248
8,12484,12242
8,12481,12239
8,12480,12238
8,12462,12220
8,12441,12199
8,12420,12178
8,12419,12177
8,12389,12147
8,12382,12140
8,12377,12135
8,12375,12133
8,12364,12122
8,12351,12110
8,12342,12101
8,12340,12099
8,12337,12096
8,12325,12084
8,12321,12080
8,12312,12073
8,12309,12070
8,12308,12069
8,12302,12063
8,12281,12043
8,12276,12038
8,12264,12026
8,12222,11984
8,12221,11983
8,12220,11982
8,12214,11976
8,12182,11945
8,12169,11932
8,12164,11927
8,12163,11926
8,12143,11906
8,12136,11899
8,12133,11896
8,12107,11871
8,12101,11865
8,12088,11853
8,12071,11836
8,12058,11824
8,12057,11823
8,12053,11819
8,12051,11817
8,12028,11794
8,12027,11793
8,12020,11786
8,12018,11784
8,12015,11781
8,12002,11768
8,11996,11762
8,11994,11760
8,11934,11700
8,11930,11696
8,11915,11681
8,11913,11679
8,11908,11674
8,11887,11653
8,11882,11648
8,11877,11643
8,11864,11631
8,11861,11628
8,11846,11615
8,11836,11605
8,11831,11600
8,11829,11598
8,11826,11595
8,11821,11590
8,11818,11587
8,11809,11578
8,11802,11571
8,11796,11565
8,11792,11561
8,11779,11548
8,11773,11542
8,11754,11523
8,11725,11494
8,11715,11484
8,11711,11480
8,11707,11476
8,11706,11475
8,11701,11470
8,11685,11454
8,11684,11453
8,11682,11451
8,11661,11430
8,11652,11421
8,11649,11418
8,11636,11405
8,11634,11403
8,11589,11358
8,11572,11341
8,11567,11336
8,11562,11331
8,11553,11322
8,11547,11316
8,11530,11299
8,11528,11297
8,11514,11284
8,11511,11281
8,11476,11249
8,11473,11246
8,11472,11245
8,11428,11203
8,11421,11198
8,11416,11193
8,11400,11177
8,11384,11163
8,11372,11151
8,11367,11146
8,11362,11141
8,11342,11121
8,11328,11107
8,11312,11091
8,11293,11073
8,11272,11052
8,11260,11040
8,11257,11037
8,11256,11036
8,11241,11022
8,11237,11018
8,11232,11013
8,11227,11008
8,11212,10993
8,11209,10990
8,11192,10973
8,11187,10968
8,11185,10966
8,11171,10952
8,11137,10918
8,11128,10909
8,11074,10855
8,11057,10838
8,11051,10833
8,11049,10831
8,11048,10830
8,11040,10822
8,11026,10808
8,10984,10766
8,10982,10764
8,10979,10761
8,10975,10757
8,10964,10746
8,10959,10741
8,10954,10736
8,10946,10728
8,10945,10727
8,10940,10722
8,10929,10711
8,10926,10708
8,10925,10707
8,10921,10703
8,10904,10687
8,10902,10685
8,10864,10649
8,10855,10640
8,10850,10635
8,10845,10630
8,10839,10624
8,10816,10602
8,10812,10598
8,10792,10578
8,10772,10558
8,10741,10527
8,10740,10526
8,10726,10512
8,10725,10511
8,10720,10506
8,10696,10482
8,10692,10478
8,10687,10473
8,10677,10463
8,10670,10456
8,10654,10440
8,10624,10411
8,10620,10407
8,10602,10389
8,10592,10379
8,10575,10362
8,10572,10359
8,10568,10356
8,10557,10346
8,10527,10321
8,10520,10314
8,10515,10309
8,10505,10299
8,10503,10297
8,10482,10278
8,10477,10274
8,10451,10248
8,10444,10241
8,10433,10230
8,10408,10205
8,10401,10198
8,10383,10180
8,10355,10152
8,10348,10145
8,10341,10138
8,10340,10137
8,10335,10132
8,10332,10129
8,10319,10117
8,10307,10105
8,10306,10104
8,10302,10100
8,10299,10098
8,10298,10097
8,10293,10092
8,10275,10075
8,10266,10066
8,10265,10065
8,10253,10053
8,10252,10052
8,10247,10047
8,10239,10039
8,10231,10032
8,10217,10018
8,10205,10006
8,10204,10005
8,10198,9999
8,10193,9994
8,10186,9987
8,10184,9985
8,10183,9984
8,10173,9974
8,10172,9973
8,10165,9966
8,10141,9943
8,10140,9942
8,10139,9941
8,10134,9936
8,10132,9934
